,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_Actin_ST_norm,0.533,0.487,0.487,0.487,0.487,0,0,0,0,0
cycle_Arp2_3_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_CP_norm,0.464,0.464,0.464,0.464,0.464,0,0,0,0,0
cycle_Cdc42_norm,0,0,0,0,0,0,0,0,0,0
cycle_Cofilin_norm,0.0595,0,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.07,0,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_Dia1_norm,0.536,0.536,0.536,0.536,0.536,0.536,0,0,0,0
cycle_Dia2_norm,1,1,1,1,1,1,1,1,1,1
cycle_Ena_Vasp_norm,0.9555,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948,0.948
cycle_IRSp53_norm,0,0,0,0,0,0,0,0,0,0
cycle_LIMK_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_PAK_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_PIP2_norm,0.536,0.536,0.536,0.536,0.536,0.536,0,0,0,0
cycle_PKD_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_Profilin_norm,0.533,0.487,0.487,0.487,0.487,0,0,0,0,0
cycle_ROCK_norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_ROCK__norm,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
cycle_Rac1_norm,0,0,0,0,0,0,0,0,0,0
cycle_RhoA_norm,1,1,1,1,1,1,1,1,1,1
cycle_SSH_norm,0.07,0,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.5645,0.5645,0.5645,0.5645,0,0,0,0,0,0
cycle_WASP_norm,0.4015,0.4015,0.4015,0.1775,0,0,0,0,0,0
cycle_WAVE_norm,0,0,0,0,0,0,0,0,0,0
