,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.955552,0.942975,0.8487,0.8487,0.8487,0.8487,0.8487,0.8487,0.8487,0
cycle_Actin_ST_norm,0.656112,0.6299,0.4619,0.4619,0.4619,0,0,0,0,0
cycle_Arp2_3_norm,0.955552,0.942975,0.8487,0.8487,0.8487,0.8487,0.8487,0.8487,0.8487,0
cycle_CP_norm,0.4989,0.4989,0.4989,0.4989,0.4989,0,0,0,0,0
cycle_Cdc42_norm,0.4972,0.4972,0.4972,0.4972,0.4972,0,0,0,0,0
cycle_Cofilin_norm,0.2001,0.1118,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.225925,0.125475,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.956842,0.954425,0.8264,0.8264,0.8264,0.8264,0.8264,0.8264,0.8264,0
cycle_Dia1_norm,0.34392,0.2698,0.2174,0,0,0,0,0,0,0
cycle_Dia2_norm,0,0,0,0,0,0,0,0,0,0
cycle_Ena_Vasp_norm,0.996483,0.9869,0.9869,0.9869,0.9869,0.9869,0.9869,0.9869,0.9869,0.9869
cycle_IRSp53_norm,0.580758,0.5456,0.5456,0.5456,0.5456,0.5456,0,0,0,0
cycle_LIMK_norm,0.774075,0.770925,0.6153,0.6153,0.6153,0.6153,0.6153,0,0,0
cycle_PAK_norm,0.987958,0.9528,0.9528,0.9528,0.9528,0.9528,0.9528,0.9528,0.9528,0.9528
cycle_PIP2_norm,0.5011,0.5011,0.5011,0.5011,0.5011,0.5011,0,0,0,0
cycle_PKD_norm,0.680525,0.664975,0.4366,0.4366,0.4366,0,0,0,0,0
cycle_Profilin_norm,0.799437,0.78775,0.6124,0.6124,0.6124,0.6124,0.6124,0,0,0
cycle_ROCK_norm,0.680525,0.664975,0.4366,0.4366,0.4366,0,0,0,0,0
cycle_ROCK__norm,0.680525,0.664975,0.4366,0.4366,0.4366,0,0,0,0,0
cycle_Rac1_norm,0.317988,0.206625,0,0,0,0,0,0,0,0
cycle_RhoA_norm,0.69357,0.659525,0.5441,0.4366,0.4366,0,0,0,0,0
cycle_SSH_norm,0.225925,0.125475,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.31535,0.31535,0.20105,0.20105,0.20105,0,0,0,0,0
cycle_WASP_norm,0.68465,0.68465,0.68465,0.68465,0.68465,0,0,0,0,0
cycle_WAVE_norm,0.317988,0.206625,0,0,0,0,0,0,0,0
