,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.954053,0.9407,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0
cycle_Actin_ST_norm,0.766123,0.75385,0.68495,0.4952,0.4952,0,0,0,0,0
cycle_Arp2_3_norm,0.954053,0.9407,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0.8438,0
cycle_CP_norm,0.492,0.492,0.492,0.492,0.492,0,0,0,0,0
cycle_Cdc42_norm,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0,0,0,0
cycle_Cofilin_norm,0.20325,0.1144,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.2293,0.1301,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.953433,0.9511,0.8128,0.8128,0.8128,0.8128,0.8128,0.8128,0.8128,0
cycle_Dia1_norm,0.34644,0.2707,0.2132,0,0,0,0,0,0,0
cycle_Dia2_norm,0.871193,0.8498,0.8498,0.8498,0.8498,0.5162,0,0,0,0
cycle_Ena_Vasp_norm,0.995967,0.9848,0.9848,0.9848,0.9848,0.9848,0.9848,0.9848,0.9848,0.9848
cycle_IRSp53_norm,0.593267,0.5596,0.5596,0.5596,0.5596,0.5596,0,0,0,0
cycle_LIMK_norm,0.7707,0.7671,0.6008,0.6008,0.6008,0.6008,0.6008,0,0,0
cycle_PAK_norm,0.988467,0.9548,0.9548,0.9548,0.9548,0.9548,0.9548,0.9548,0.9548,0.9548
cycle_PIP2_norm,0.508,0.508,0.508,0.508,0.508,0.508,0,0,0,0
cycle_PKD_norm,0.6746,0.6581,0.4266,0.4266,0.4266,0,0,0,0,0
cycle_Profilin_norm,0.795023,0.78275,0.6006,0.6006,0.6006,0.6006,0.6006,0,0,0
cycle_ROCK_norm,0.6746,0.6581,0.4266,0.4266,0.4266,0,0,0,0,0
cycle_ROCK__norm,0.6746,0.6581,0.4266,0.4266,0.4266,0,0,0,0,0
cycle_Rac1_norm,0.323827,0.2133,0,0,0,0,0,0,0,0
cycle_RhoA_norm,0.68724,0.6513,0.54,0.4266,0.4266,0,0,0,0,0
cycle_SSH_norm,0.2293,0.1301,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.3202,0.3202,0.2048,0.2048,0.2048,0,0,0,0,0
cycle_WASP_norm,0.6798,0.6798,0.6798,0.6798,0.6798,0,0,0,0,0
cycle_WAVE_norm,0.323827,0.2133,0,0,0,0,0,0,0,0
