,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.955233,0.9432,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0
cycle_Actin_ST_norm,0.7452,0.7279,0.656,0.4778,0.4778,0,0,0,0,0
cycle_Arp2_3_norm,0.955233,0.9432,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0
cycle_CP_norm,0.547833,0.5092,0.5092,0.5092,0.5092,0.5092,0,0,0,0
cycle_Cdc42_norm,0.5024,0.5024,0.5024,0.5024,0.5024,0.5024,0,0,0,0
cycle_Cofilin_norm,0.20205,0.113,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.22365,0.13285,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.95745,0.95745,0.8298,0.8298,0.8298,0.8298,0.8298,0.8298,0.8298,0
cycle_Dia1_norm,0.3341,0.2114,0.2114,0,0,0,0,0,0,0
cycle_Dia2_norm,0.870533,0.8498,0.8498,0.8498,0.8498,0.5204,0,0,0,0
cycle_Ena_Vasp_norm,0.9288,0.8986,0.7936,0.7936,0.7936,0.7936,0.7936,0.7936,0,0
cycle_IRSp53_norm,0,0,0,0,0,0,0,0,0,0
cycle_LIMK_norm,0.77635,0.77295,0.6152,0.6152,0.6152,0.6152,0.6152,0,0,0
cycle_PAK_norm,0.98775,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951
cycle_PIP2_norm,0.4936,0.4936,0.4936,0.4936,0.4936,0,0,0,0,0
cycle_PKD_norm,0.68145,0.66285,0.4362,0.4362,0.4362,0,0,0,0,0
cycle_Profilin_norm,0.78395,0.77375,0.5908,0.5908,0.5908,0.5908,0,0,0,0
cycle_ROCK_norm,0.68145,0.66285,0.4362,0.4362,0.4362,0,0,0,0,0
cycle_ROCK__norm,0.68145,0.66285,0.4362,0.4362,0.4362,0,0,0,0,0
cycle_Rac1_norm,0.317483,0.21255,0,0,0,0,0,0,0,0
cycle_RhoA_norm,0.694767,0.65725,0.5458,0.4362,0.4362,0,0,0,0,0
cycle_SSH_norm,0.22365,0.13285,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.3303,0.3303,0.2075,0.2075,0.2075,0,0,0,0,0
cycle_WASP_norm,0.6697,0.6697,0.6697,0.6697,0.6697,0,0,0,0,0
cycle_WAVE_norm,0.317483,0.21255,0,0,0,0,0,0,0,0
