,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.97555,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022
cycle_Actin_ST_norm,0,0,0,0,0,0,0,0,0,0
cycle_Arp2_3_norm,0.97555,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022,0.9022
cycle_CP_norm,0.4896,0.4896,0.4896,0.4896,0.4896,0,0,0,0,0
cycle_Cdc42_norm,0.495,0.495,0.495,0.495,0.495,0,0,0,0,0
cycle_Cofilin_norm,0.20545,0.1216,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.2353,0.1356,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.961,0.961,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0
cycle_Dia1_norm,0.35105,0.2777,0.2258,0,0,0,0,0,0,0
cycle_Dia2_norm,0.8756,0.8583,0.8583,0.8583,0.8583,0.537,0,0,0,0
cycle_Ena_Vasp_norm,0.9959,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836,0.9836
cycle_IRSp53_norm,0.57875,0.5426,0.5426,0.5426,0.5426,0.5426,0,0,0,0
cycle_LIMK_norm,0.7647,0.7612,0.612,0.612,0.612,0.612,0.612,0,0,0
cycle_PAK_norm,0.98795,0.9518,0.9518,0.9518,0.9518,0.9518,0.9518,0.9518,0.9518,0.9518
cycle_PIP2_norm,0.5104,0.5104,0.5104,0.5104,0.5104,0.5104,0,0,0,0
cycle_PKD_norm,0.676,0.6587,0.4408,0.4408,0.4408,0,0,0,0,0
cycle_Profilin_norm,0,0,0,0,0,0,0,0,0,0
cycle_ROCK_norm,0.676,0.6587,0.4408,0.4408,0.4408,0,0,0,0,0
cycle_ROCK__norm,0.676,0.6587,0.4408,0.4408,0.4408,0,0,0,0,0
cycle_Rac1_norm,0.324,0.2105,0,0,0,0,0,0,0,0
cycle_RhoA_norm,0.68805,0.6506,0.5429,0.4408,0.4408,0,0,0,0,0
cycle_SSH_norm,0.2353,0.1356,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.3097,0.267,0.1562,0.1562,0,0,0,0,0,0
cycle_WASP_norm,0.6903,0.6476,0.6476,0.6476,0.4914,0,0,0,0,0
cycle_WAVE_norm,0.324,0.2105,0,0,0,0,0,0,0,0
