,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.955233,0.94395,0.8457,0.8457,0.8457,0.8457,0.8457,0.8457,0.8457,0
cycle_Actin_ST_norm,0.769133,0.7583,0.6921,0.5073,0.5073,0.5073,0,0,0,0
cycle_Arp2_3_norm,0.955233,0.94395,0.8457,0.8457,0.8457,0.8457,0.8457,0.8457,0.8457,0
cycle_CP_norm,0.4896,0.4896,0.4896,0.4896,0.4896,0,0,0,0,0
cycle_Cdc42_norm,0.4989,0.4989,0.4989,0.4989,0.4989,0,0,0,0,0
cycle_Cofilin_norm,0.1999,0.1128,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.224675,0.131125,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.957958,0.955625,0.8309,0.8309,0.8309,0.8309,0.8309,0.8309,0.8309,0
cycle_Dia1_norm,0.355,0.27665,0.2229,0,0,0,0,0,0,0
cycle_Dia2_norm,0.875633,0.8589,0.8589,0.8589,0.8589,0.5286,0,0,0,0
cycle_Ena_Vasp_norm,0.995742,0.9839,0.9839,0.9839,0.9839,0.9839,0.9839,0.9839,0.9839,0.9839
cycle_IRSp53_norm,0.578992,0.54,0.54,0.54,0.54,0.54,0,0,0,0
cycle_LIMK_norm,0.775325,0.772175,0.6176,0.6176,0.6176,0.6176,0.6176,0,0,0
cycle_PAK_norm,0.986692,0.9477,0.9477,0.9477,0.9477,0.9477,0.9477,0.9477,0.9477,0.9477
cycle_PIP2_norm,0.5104,0.5104,0.5104,0.5104,0.5104,0.5104,0,0,0,0
cycle_PKD_norm,0.684625,0.671025,0.442,0.442,0.442,0,0,0,0,0
cycle_Profilin_norm,0.798258,0.787425,0.6119,0.6119,0.6119,0.6119,0.6119,0,0,0
cycle_ROCK_norm,0.684625,0.671025,0.442,0.442,0.442,0,0,0,0,0
cycle_ROCK__norm,0.684625,0.671025,0.442,0.442,0.442,0,0,0,0,0
cycle_Rac1_norm,0.314242,0.211375,0,0,0,0,0,0,0,0
cycle_RhoA_norm,0.6986,0.665925,0.5499,0.442,0.442,0,0,0,0,0
cycle_SSH_norm,0.224675,0.131125,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.31705,0.31705,0.20115,0.20115,0.20115,0,0,0,0,0
cycle_WASP_norm,0.68295,0.68295,0.68295,0.68295,0.68295,0,0,0,0,0
cycle_WAVE_norm,0.314242,0.211375,0,0,0,0,0,0,0,0
