,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.955377,0.94345,0.8464,0.8464,0.8464,0.8464,0.8464,0.8464,0.8464,0
cycle_Actin_ST_norm,0.767787,0.7572,0.6849,0.5034,0.5034,0.5034,0,0,0,0
cycle_Arp2_3_norm,0.955377,0.94345,0.8464,0.8464,0.8464,0.8464,0.8464,0.8464,0.8464,0
cycle_CP_norm,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0,0,0,0
cycle_Cdc42_norm,0.4974,0.4974,0.4974,0.4974,0.4974,0,0,0,0,0
cycle_Cofilin_norm,0.20205,0.115,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.22125,0.12645,0,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.956617,0.95495,0.8258,0.8258,0.8258,0.8258,0.8258,0.8258,0.8258,0
cycle_Dia1_norm,0.33602,0.2626,0.2096,0,0,0,0,0,0,0
cycle_Dia2_norm,0.875597,0.85735,0.85735,0.85735,0.85735,0.532,0,0,0,0
cycle_Ena_Vasp_norm,0.996983,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886,0.9886
cycle_IRSp53_norm,0.577233,0.5414,0.5414,0.5414,0.5414,0.5414,0,0,0,0
cycle_LIMK_norm,0.77875,0.77575,0.6188,0.6188,0.6188,0.6188,0.6188,0,0,0
cycle_PAK_norm,0.987833,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952
cycle_PIP2_norm,0.4868,0.4868,0.4868,0.4868,0.4868,0,0,0,0,0
cycle_PKD_norm,0.6858,0.6705,0.4438,0.4438,0.4438,0,0,0,0,0
cycle_Profilin_norm,0.796587,0.786,0.6082,0.6082,0.6082,0.6082,0.6082,0,0,0
cycle_ROCK_norm,0.6858,0.6705,0.4438,0.4438,0.4438,0,0,0,0,0
cycle_ROCK__norm,0.6858,0.6705,0.4438,0.4438,0.4438,0,0,0,0,0
cycle_Rac1_norm,0.313213,0.2071,0,0,0,0,0,0,0,0
cycle_RhoA_norm,0.69862,0.6657,0.5529,0.4438,0.4438,0,0,0,0,0
cycle_SSH_norm,0.22125,0.12645,0,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.315,0.315,0.2032,0.2032,0.2032,0,0,0,0,0
cycle_WASP_norm,0.685,0.685,0.685,0.685,0.685,0,0,0,0,0
cycle_WAVE_norm,0.313213,0.2071,0,0,0,0,0,0,0,0
