,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.969893,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418
cycle_Actin_ST_norm,0.955653,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406
cycle_Arp2_3_norm,0.969893,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418
cycle_CP_norm,0.4962,0.4962,0.4962,0.4962,0.4962,0,0,0,0,0
cycle_Cdc42_norm,0.5134,0.5134,0.5134,0.5134,0.5134,0.5134,0,0,0,0
cycle_Cofilin_norm,0.8208,0.8208,0.8208,0.701,0.701,0.701,0.701,0.701,0,0
cycle_Coronin_norm,1,1,1,1,1,1,1,1,1,1
cycle_Cortactin_norm,0.995733,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744
cycle_Dia1_norm,0.01932,0,0,0,0,0,0,0,0,0
cycle_Dia2_norm,0.989213,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418
cycle_Ena_Vasp_norm,0.991467,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744
cycle_IRSp53_norm,0.991467,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744
cycle_LIMK_norm,0,0,0,0,0,0,0,0,0,0
cycle_PAK_norm,0.991467,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744,0.9744
cycle_PIP2_norm,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0,0,0,0
cycle_PKD_norm,0,0,0,0,0,0,0,0,0,0
cycle_Profilin_norm,0.955653,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406,0.9406
cycle_ROCK_norm,0,0,0,0,0,0,0,0,0,0
cycle_ROCK__norm,0,0,0,0,0,0,0,0,0,0
cycle_Rac1_norm,0.984947,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418
cycle_RhoA_norm,0.01932,0,0,0,0,0,0,0,0,0
cycle_SSH_norm,1,1,1,1,1,1,1,1,1,1
cycle_Thymosin_norm,0.1792,0.1198,0.1198,0,0,0,0,0,0,0
cycle_WASP_norm,0.8208,0.8208,0.8208,0.701,0.701,0.701,0.701,0.701,0,0
cycle_WAVE_norm,0.984947,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418,0.9418
