,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.694467,0.694467,0.694467,0.4592,0.4592,0,0,0,0,0
cycle_Actin_ST_norm,0.7108,0.7108,0.5404,0.5404,0.5404,0.5404,0,0,0,0
cycle_Arp2_3_norm,0.694467,0.694467,0.694467,0.4592,0.4592,0,0,0,0,0
cycle_CP_norm,0.5042,0.5042,0.5042,0.5042,0.5042,0.5042,0,0,0,0
cycle_Cdc42_norm,0.4924,0.4924,0.4924,0.4924,0.4924,0,0,0,0,0
cycle_Cofilin_norm,0.7321,0.6721,0.5676,0.5676,0.5676,0.5676,0,0,0,0
cycle_Coronin_norm,0.9455,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926
cycle_Cortactin_norm,0.8486,0.8486,0.8486,0.7054,0.7054,0.7054,0.7054,0.7054,0,0
cycle_Dia1_norm,0,0,0,0,0,0,0,0,0,0
cycle_Dia2_norm,0.694467,0.694467,0.694467,0.4592,0.4592,0,0,0,0,0
cycle_Ena_Vasp_norm,0.9017,0.8132,0.8132,0.8132,0.8132,0.8132,0.8132,0.8132,0.8132,0
cycle_IRSp53_norm,0.7108,0.7108,0.5784,0.5068,0.5068,0.5068,0,0,0,0
cycle_LIMK_norm,0,0,0,0,0,0,0,0,0,0
cycle_PAK_norm,0.7108,0.7108,0.5784,0.5068,0.5068,0.5068,0,0,0,0
cycle_PIP2_norm,0.4958,0.4958,0.4958,0.4958,0.4958,0,0,0,0,0
cycle_PKD_norm,0,0,0,0,0,0,0,0,0,0
cycle_Profilin_norm,0.817733,0.7486,0.7486,0.7486,0.7486,0.7486,0.7486,0.7486,0,0
cycle_ROCK_norm,0,0,0,0,0,0,0,0,0,0
cycle_ROCK__norm,0,0,0,0,0,0,0,0,0,0
cycle_Rac1_norm,0.694467,0.694467,0.694467,0.4592,0.4592,0,0,0,0,0
cycle_RhoA_norm,0,0,0,0,0,0,0,0,0,0
cycle_SSH_norm,0.9455,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926
cycle_Thymosin_norm,0.2064,0.1292,0.1292,0,0,0,0,0,0,0
cycle_WASP_norm,0.779,0.779,0.779,0.6606,0.6606,0.6606,0.6606,0,0,0
cycle_WAVE_norm,0.694467,0.694467,0.694467,0.4592,0.4592,0,0,0,0,0
