,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0,0,0,0,0,0,0,0,0,0
cycle_Actin_ST_norm,0.720682,0.672375,0.4452,0.4452,0.4452,0,0,0,0,0
cycle_Arp2_3_norm,0,0,0,0,0,0,0,0,0,0
cycle_CP_norm,0.4941,0.4941,0.4941,0.4941,0.4941,0,0,0,0,0
cycle_Cdc42_norm,0.5076,0.5076,0.5076,0.5076,0.5076,0.5076,0,0,0,0
cycle_Cofilin_norm,0.0416833,0,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.148,0.06155,0.06155,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.93044,0.89495,0.89495,0.7103,0.7103,0.7103,0.7103,0.7103,0,0
cycle_Dia1_norm,0.392,0.3064,0.2423,0,0,0,0,0,0,0
cycle_Dia2_norm,0.87024,0.81125,0.81125,0.81125,0.81125,0,0,0,0,0
cycle_Ena_Vasp_norm,0.997467,0.9875,0.9875,0.9875,0.9875,0.9875,0.9875,0.9875,0.9875,0.9875
cycle_IRSp53_norm,0.53508,0.5076,0.5076,0.5076,0.5076,0.5076,0,0,0,0
cycle_LIMK_norm,0.852,0.85105,0.85105,0.6664,0.6664,0.6664,0.6664,0,0,0
cycle_PAK_norm,0.98398,0.9565,0.9565,0.9565,0.9565,0.9565,0.9565,0.9565,0.9565,0.9565
cycle_PIP2_norm,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0,0,0,0
cycle_PKD_norm,0.740725,0.732825,0.6045,0.4814,0.4814,0,0,0,0,0
cycle_Profilin_norm,0.729367,0.6993,0.4801,0.4801,0.4801,0,0,0,0,0
cycle_ROCK_norm,0.740725,0.732825,0.6045,0.4814,0.4814,0,0,0,0,0
cycle_ROCK__norm,0.740725,0.732825,0.6045,0.4814,0.4814,0,0,0,0,0
cycle_Rac1_norm,0.224205,0.177125,0.13435,0,0,0,0,0,0,0
cycle_RhoA_norm,0.783805,0.744075,0.61575,0.4814,0.4814,0,0,0,0,0
cycle_SSH_norm,0.148,0.06155,0.06155,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.39625,0.39625,0.24095,0.24095,0.24095,0,0,0,0,0
cycle_WASP_norm,0.60375,0.60375,0.60375,0.60375,0.24095,0,0,0,0,0
cycle_WAVE_norm,0.224205,0.177125,0.13435,0,0,0,0,0,0,0
