,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
cycle_Actin_BR_norm,0.928567,0.8233,0.8233,0.8233,0.8233,0.8233,0.8233,0.8233,0.8233,0
cycle_Actin_ST_norm,0.70665,0.66955,0.57445,0.4735,0.4735,0,0,0,0,0
cycle_Arp2_3_norm,0.928567,0.8233,0.8233,0.8233,0.8233,0.8233,0.8233,0.8233,0.8233,0
cycle_CP_norm,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0,0,0,0
cycle_Cdc42_norm,0.4995,0.4995,0.4995,0.4995,0.4995,0,0,0,0,0
cycle_Cofilin_norm,0.175917,0,0,0,0,0,0,0,0,0
cycle_Coronin_norm,0.196175,0.05135,0.05135,0,0,0,0,0,0,0
cycle_Cortactin_norm,0.946917,0.93825,0.93825,0.7842,0.7842,0.7842,0.7842,0.7842,0,0
cycle_Dia1_norm,0.36561,0.29335,0.2364,0,0,0,0,0,0,0
cycle_Dia2_norm,0.875827,0.8427,0.8427,0.8427,0.8427,0.5232,0,0,0,0
cycle_Ena_Vasp_norm,0.99785,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896,0.9896
cycle_IRSp53_norm,0.555708,0.5277,0.5277,0.5277,0.5277,0.5277,0,0,0,0
cycle_LIMK_norm,0.803825,0.78395,0.78395,0.6299,0.6299,0.6299,0.6299,0,0,0
cycle_PAK_norm,0.989508,0.9615,0.9615,0.9615,0.9615,0.9615,0.9615,0.9615,0.9615,0.9615
cycle_PIP2_norm,0.4974,0.4974,0.4974,0.4974,0.4974,0,0,0,0,0
cycle_PKD_norm,0.7069,0.677475,0.5694,0.4667,0.4667,0,0,0,0,0
cycle_Profilin_norm,0.731125,0.6695,0.5695,0.5695,0.5695,0.5695,0,0,0,0
cycle_ROCK_norm,0.7069,0.677475,0.5694,0.4667,0.4667,0,0,0,0,0
cycle_ROCK__norm,0.7069,0.677475,0.5694,0.4667,0.4667,0,0,0,0,0
cycle_Rac1_norm,0.282098,0.139475,0.10345,0,0,0,0,0,0,0
cycle_RhoA_norm,0.72666,0.692275,0.5842,0.4667,0.4667,0,0,0,0,0
cycle_SSH_norm,0.196175,0.05135,0.05135,0,0,0,0,0,0,0
cycle_Thymosin_norm,0.33415,0.33415,0.21775,0.21775,0.21775,0,0,0,0,0
cycle_WASP_norm,0.66585,0.66585,0.66585,0.66585,0.66585,0,0,0,0,0
cycle_WAVE_norm,0,0,0,0,0,0,0,0,0,0
